index,id,claim
972,109499,The fraudulent claims of the theft of the 2020 election
973,109665,The election in 2020 was stolen from him.
974,109841,"This election was stolen, the votes were phony, there were a lot of them, dead people, felons, phony ballots."
975,109863,The 2002 election was stolen from Donald Trump.
976,109924,The 2020 election of President Biden was a fraud.
977,109966,Trump protested the 2020 election with claims of voter fraud
978,110038,The 2020 election was corrupt.
979,110066,Trump claimed that there was potential fraud in the 2016 election.
980,110194,Election fraud helped defeat Donald Trump in 2020
981,110220,The 2020 election in the state of Michigan was fraudulent and it was stolen from President Trump.
982,110238,Trump rehashed his false claims of fraud in the 2020 election
983,110401,Trump continues to falsely assert that the 2020 election was stolen and refuses to concede the election.
984,110540,There was massive fraud in the 2020 election.
985,110541,The false claims that the 2020 presidential election was stolen from former President Donald Trump.
986,110838,"Throughout the night, the former president once again resorted to pushing his long-running and disproven Big Lie that the 2020 presidential election was stolen from him."
987,110951,"The stolen election was providential in exposing the Democrats for the frauds they are, which the people can plainly see."
988,111113,The 2020 election had been free of the kind of widespread fraud or abuse that could have affected the results in a meaningful way.
989,111124,"The election had been ""rigged"" and ""stolen"" from him."
990,111134,Former President Trump continues to falsely claim the 2020 election was stolen.
991,111430,Trump claimed that the 2020 presidential election was fraudulent without evidence.
992,111461,I did not believe former President Donald Trump's claims of widespread fraud in the 2020 election
993,111642,There are claims of voter fraud during the 2020 presidential election.
994,111925,Trump intended to steal the election
995,111946,"The 2020 election in the state of Michigan was fraudulent, and it was stolen from President Trump."
996,112005,Widespread election fraud cost Trump the 2020 election
997,112152,President Trumps fraud claims about the 2020 election went so far that he threatened American democracy.
998,112174,Donald Trump falsely claimed that the 2020 election was rigged.
999,112195,There are claims of voter fraud in the 2020 election.
1000,112199,The 2020 election was fraudulent
1001,112383,The election was stolen through fraud.
1002,112449,The 2020 election was rife with widespread voter fraud.
1003,112509,The 2020 election was stolen and the results fraudulent.
1004,112514,President Biden stole the 2020 election
1005,112949,Donald Trump claimed that the 2020 presidential election suffered from fraud and other irregularities.
1006,113122,The candidate he is supporting says the 2020 election was stolen.
1007,113279,President Joe Biden stole the 2020 election from Donald Trump.
1008,113475,The election was stolen by 'ballot harvesters' depositing thousands of fraudulent votes in drop boxes.
1009,113484,Trump believes the 2020 election was stolen
1010,113511,The 2020 presidential election was stolen and fraudulent.
1011,113567,Trump did nothing wrong & the election was stolen!
1012,113995,Ginni Thomas believes the 2020 election was stolen
1013,114020,The 2020 presidential election was riddled with fraud.
1014,114082,The election had been stolen due to widespread voter fraud.
1015,114102,"The presidential election had been ""stolen"" from him."
1016,114182,"The election was ""stolen."""
1017,114253,"The 2020 presidential election was ""rigged and stolen"" from him."
1018,114268,The election had been stolen from him through widespread fraud.
1019,114691,Trump actually won the 2020 election but had it stolen from him by supporters of Democratic challenger Joe Biden.
1020,114778,Systemic voter fraud led to Donald Trump's defeat in the 2020 election.
1021,115183,The 2020 election was stolen by massive election fraud.
1022,115206,Mail-in voting is rife with fraud and the 2020 election was stolen from the former president.
1023,115313,Trump's lies about fraud costing him the 2020 presidential election
1024,115570,The 2020 election was rigged and stolen in Michigan.
1025,115812,Donald Trump claimed that there was fraudulence in the 2020 presidential election.
1026,115883,The 2020 presidential election had been stolen from Trump.
1027,116023,The 2020 presidential election was stolen from Donald Trump through voter fraud in key states
1028,116078,Some of the same issues that led Republicans to falsely claim the 2020 election was stolen could happen in 2022.
1029,116191,President Trump tried to steal the election.
1030,116276,The election was stolen and putting out this stuff
1031,116293,Widespread fraud cost Donald Trump the 2020 election against President Joe Biden.
1032,116549,The 2020 election was stolen via widespread voter fraud.
1033,116647,Former President Donald Trump claimed that there was widespread voter fraud in the 2020 Election.
1034,116683,The 2020 election was stolen by Biden.
1035,116751,The election really was stolen
1036,116876,Donald Trump knew that he was going to lose the 2020 election and would say it was stolen.
1037,116986,Trump had a premeditated plan to declare that the election was fraudulent and stolen before election day.
1038,117006,The presidential election of 2020 was rigged and stolen!
1039,117068,Trump continued to argue without evidence that the 2020 election was stolen and that the committee was full of 'highly partisan political Hacks and Thugs.'
1040,117083,The presidential election of 2020 was rigged and stolen.
1041,117096,Trump deliberately tried to steal the 2020 election and committed major federal crimes in the process.
1042,117101,The 2020 election was rigged and stolen!
1043,117130,The lie of the stolen 2020 election
1044,117275,The election itself was stolen
1045,117347,"There was widespread, nationwide voter fraud in the 2020 election."
1046,117406,Former President Donald Trump repeated his disproven claims about the 2020 election being stolen from him.
1047,117448,The 2020 election was stolen and corrupt.
1048,117455,Donald Trump claimed that he lost the 2020 election due to voter fraud.
1049,117487,The 2020 presidential election was stolen and rigged by Democrats to keep Donald Trump from winning reelection and instead propel Joe Biden to the White House.
1050,117674,Bidens 2020 election victory was corrupt and stolen.
1051,117677,Biden lost the election and shouldnt be in the White House.
1052,117740,Biden had won the election.
1053,117747,The 2020 election had been stolen from Donald J. Trump.
1054,118076,Biden stole the 2020 presidential election through the use of tampered voting machines and voter fraud.
1055,118161,The Republican Party claims the 2020 Presidential election was fraudulent.
1056,118178,The 2020 election was rigged and rife with fraud.
1057,118295,The 2020 election was stolen from Donald Trump through fraud.
1058,118366,"The 2020 presidential election in Arizona was ""stolen"" from Trump."
1059,118379,The 2020 presidential election had been fraudulent.
1060,118509,"The January 6, 2021 Capitol riot grew out of President Trump's false claim that the 2020 election was stolen."
1061,118598,"The 2020 election was ""rigged"" against President Donald Trump."
1062,118624,"The election had been ""stolen."""
1063,118630,Trump purposely and maliciously disseminated false claims that the 2020 election was stolen in order to help his plan to overturn the election and to solicit contributions.
1064,118661,Trump was cheated in the 2020 presidential election.
1065,118716,The 2020 election was stolen from former President Donald J. Trump.
1066,118718,Rampant voter fraud led to Donald Trump's defeat in the 2020 election.
1067,119008,"Donald Trump suggested the results would be ""stolen"" from him in the 2020 elections."
1068,119162,Trump stole the election.
1069,119177,The election was stolen everywhere and there was massive fraud.
1070,119244,Trump stole the election
1071,119328,The president began to claim the election was being stolen.
1072,119481,The election was stolen from me and marred by widespread fraud.
1073,119846,Former President Donald Trump persistently claimed that he lost the 2020 election due to widespread fraud.
1074,119897,The 2020 U.S. presidential election was stolen or rigged.
1075,119923,The last presidential election was stolen from former President Donald Trump.
1076,119933,The 2020 presidential election was stolen from Donald Trump through widespread voter fraud.
1077,120014,Donald Trump claimed that he was denied a victory in 2020 because of massive fraud.
1078,120102,The 2020 presidential elections were stolen.
1079,120211,Donald Trump called the 2020 election fraudulent.
1080,120324,The presidential election of 2020 was stolen from Donald Trump because of voter fraud.
1081,120360,Donald Trump falsely claimed that the 2020 election was stolen from him.
1082,120429,Joe Biden did not win the 2020 Election.
1083,120438,The 2020 election was stolen by Democrats via widespread voter fraud.
1084,120442,"The more Trump and others baselessly claim the 2020 election was stolen, the more his believers adopt a similar attitude and the more the foundations of democracy are weakened."
1085,120447,The 2020 presidential election was fraudulent and Donald Trump was the rightful winner.
1086,120524,"Something was stolen, that these elections are not legitimate"
1087,120526,The 2020 election was undoubtedly stolen from President Trump.
1088,120661,The 2020 presidential election was stolen from former President Donald Trump through widespread voter fraud.
1089,120760,The election was stolen by fraud
1090,121059,Donald J. Trump won the 2020 election over Joe Biden.
1091,121096,Donald Trump made false claims of voter fraud in the 2020 election.
1092,121104,The violence at the Capitol on January 6 was a direct result of Donald Trump's claims that the 2020 election was stolen.
1093,121156,The 2020 presidential election was marred by electoral fraud.
1094,121160,The 2020 US election was stolen from Donald Trump.
1095,121171,The 2020 election was stolen from me through phantom fraud and technical irregularities.
1096,121263,"Central to the case are widespread, baseless claims that the 2020 presidential election was stolen from the former president"
1097,121481,The former president had the rioters 'whipped up into a frenzy' by his big lie that the election of 2020 had been stolen.
1098,121780,The 2020 election was marred by rampant vote fraud.
1099,121812,The 2020 election was tainted by fraud.
1100,121974,The 2020 election was stolen from Donald Trump in Michigan and elsewhere.
1101,121983,The 2020 presidential election was somehow rigged or stolen from Donald Trump.
1102,121986,The 2020 presidential election was rigged or stolen.
1103,122013,The 2020 election was supposedly stolen from Donald Trump.
1104,122251,Donald Trump claimed that he lost the election because of election fraud.
1105,122489,The 2020 election was stolen by a Democratic cabal.
1106,122527,Trump won & Joe Biden stole the 2020 presidential election.
1107,122556,Trump has repeatedly made unproven claims that his 2020 election loss to now-President Biden was due to 'massive voter fraud'.
1108,122844,Widespread voter fraud cost Donald Trump his re-election in 2020.
1109,123055,Former President Donald Trump claimed that he lost the 2020 vote due to widespread fraud.
1110,123294,"The 2020 presidential election was ""undoubtably stolen."""
1111,123344,I believe Biden won the election.
1112,123349,The 2020 presidential election was stolen and corrupt.
1113,123713,The 2020 election in Wisconsin was rife with fraud.
1114,123751,"Biden was elected president in 2020, beating the incumbent, Donald Trump."
1115,123891,The election was stolen in many ways.
1116,123956,I saw fraud as ballots were counted on election night in 2020.
1117,124030,Biden stole the 2020 election from Donald Trump.
1118,124122,Voting fraud had skewed the outcome of the 2020 presidential election.
1119,124138,Trump insisted that the election had been stolen from him
1120,124191,Donald Trump's claim about a stolen 2020 election
1121,124493,Donald Trump claims that his election was stolen.
1122,124538,"Democrats were able to stem losses because voters opposed the candidates handpicked by former President Donald Trump, many of whom claim the 2020 election was stolen from him."
1123,125095,Democrats cast as dangerously extreme the majority of Republicans who perpetuate Trumps big lie that the election of 2020 was stolen
1124,125281,Donald Trump claimed that there was fraud in his defeat in the 2020 election.
1125,125544,The claim that the 2020 election was stolen from Trump
1126,125640,The conspiracy theory that the 2020 election was stolen
1127,125717,The 2020 presidential election was rife with fraud and he did not lose to Biden.
1128,125841,The 2020 elections were stolen.
1129,125926,The 2020 election was stolen by current President Joe Biden.
1130,126124,"The 2020 election was ""stolen"" and rigged."
1131,126125,Arizona elections were stolen in 2020
1132,126199,Donald Trump called the election rigged and stolen.
1133,126202,The 2020 presidential election was stolen from President Trump.
1134,126355,The 2020 election had been stolen through massive fraud.
1135,126399,Voter fraud was also an issue in the 2020 Presidential Elections.
1136,126442,Donald Trump repeated his claims that the 2020 election was stolen.
1137,126575,Trump falsely claims that the 2020 election was stolen from him.
1138,126855,The claim that the 2020 presidential election was stolen was correct or at least debatable.
1139,127038,Trump did lose in 2020 because of a stolen election.
1140,127275,The 2020 election was outright stolen from Donald Trump.
1141,127953,The 2020 Presidential election had been stolen
1142,128303,The astonishing fraud of the 2020 election was perpetrated upon the American electorate.
1143,128387,Trump does not refer at all to the 'stolen election'
1144,128437,The election had been stolen by the Democrats.
1145,128481,2020 was stolen from trump
1146,128581,The election had been stolen by the Democrats
1147,129160,"The main-stream media has repeated almost daily that Donald Trump and several important MAGA-friendly organizations continue to support the so-called big lie, namely, that the 2020 election was stolen."
1148,129176,The 2020 election was stolen or rigged.
1149,129303,Trump's belief that the election was stolen
1150,129399,The 2020 presidential election had been stolen from former President Donald Trump.
1151,129605,Anyone not named Trump could beat Biden.
1152,130310,The 2020 elections had been stolen from him.
1153,130347,The 2020 election in Arizona was stolen
1154,130348,Trump made the claim about the 2020 election being stolen.
1155,130953,Donald Trump lost the election due to electoral fraud.
1156,131387,"The election was ""rigged"" and ""stolen"" from him."
1157,131422,The stolen 2020 election justifies suspending the Constitution and handing him the Presidency.
1158,131481,"The 2020 Presidential Election was rigged and stolen by a combination of Democrats, Big Tech, law enforcement, and other bad actors."
1159,131488,The 2020 presidential election was stolen from me and a new vote should be called for.
1160,131526,The 2020 election was marred by massive fraud and deception.
1161,131732,"The 2020 presidential election may not have been stolen from Donald Trump, but it sure looks like it was rigged after new revelations that Twitter had its thumb on the scales"
1162,131875,The Democratic Party stole the election of 2020 from Donald Trump through various voting fraud methods.
1163,132006,"The election was being ""stolen""."
1164,132313,The presidential election had been stolen from Donald Trump.
1165,132972,Former President Donald Trump made false claims of voter fraud in the 2020 presidential elections.
1166,133168,The election was stolen in 2020.
1167,133284,The former Republican president had falsely claimed the 2020 presidential election was stolen through widespread fraud
1168,133341,The last presidential election was stolen from me through mass voter fraud and other irregularities.
1169,133417,"The 2020 election was ""stolen"" from or ""rigged"" against Donald Trump."
1170,134097,Trump claimed that the 2020 election was stolen from him.
1171,134151,The Democrats stole the 2020 presidential election.
1172,134183,Mr Trump spread claims that he knew were false about the 2020 presidential election being stolen
1173,134223,The 2020 presidential election was stolen from him through fraud and other irregularities.
1174,134265,The former US leader has repeatedly claimed the election was stolen from him
1175,134296,There was massive fraud in the 2020 election
1176,134418,Trump had won the election and there was fraud
1177,134574,Novembers 2020 presidential election had been stolen from him by a vast Democratic conspiracy to destroy ballot papers and rig voting machines to ensure victory for Joe Biden.
1178,134623,Donald Trump knew the election was not stolen but continued to push baseless claims about widespread voter fraud.
1179,134643,The 2020 election was stolen by overwhelming fraud.
1180,134698,Former President Trump made a claim that the 2020 election was stolen.
1181,134756,Trump spread false allegations of fraud related to the 2020 election.
1182,135124,Fraud in the 2020 election cost me the win
1183,135191,The 2020 US Presidential election was stolen.
1184,135240,The 2020 Presidential Election was RIGGED & STOLEN.
1185,135335,"The election had been ""stolen"" from him"
1186,135402,Donald Trump conspired to commit election fraud.
1187,135523,The 2020 election was stolen through voting machine algorithms and other means
1188,135592,The 2020 presidential election was rigged and stolen
1189,135613,"Voting machines helped ""steal"" the 2020 presidential election from Donald Trump."
1190,135680,Donald Trump claimed that there was widespread election fraud in the 2020 presidential election.
1191,135746,"Beginning on election night and continuing through 6 January and thereafter, President Donald Trump purposely disseminated false allegations of fraud related to the 2020 presidential election in order to aid his effort to overturn the election and for purposes of soliciting contributions."
1192,135789,Donald Trump disseminated false allegations of fraud related to the 2020 presidential election in order to aid his effort to overturn the election.
1193,135862,The 2020 election was mired by fraud.
1194,135913,"The election was being ""stolen"""
1195,136006,Mr. Trumps stolen-election claims
1196,136052,An even larger theft had stolen the 2020 presidential election from Donald J. Trump.
1197,136065,There are widespread election fraud in the 2020 presidential election.
1198,136110,Donald Trump insisted that the 2020 election was stolen.
1199,136142,There is widespread election fraud during the 2020 election.
1200,136182,Former president Donald Trump claimed that the 2020 election was fraudulent and that he was the true winner.
1201,136595,Former President Donald Trump falsely blamed his 2020 loss on voter fraud.
1202,136614,The results of the 2020 election were fraudulent.
1203,136680,The election was stolen through widespread fraud.
1204,136801,The election had been stolen and that he was the true winner of the election.
1205,136816,Trump blamed his 2020 reelection loss on unfounded claims of fraud
1206,136860,The 2020 election was stolen from me through widespread voter fraud.
1207,137029,"The 2020 election was ""stolen"" from Trump."
1208,137186,The 2020 presidential election was stolen from Donald Trump due to widespread voter fraud.
1209,137197,The 2020 election in Michigan was fraudulent.
1210,137377,Election fraud claims were made by Donald Trump.
1211,137477,"The 2020 election, which Trump lost in Arizona and nationwide, was stolen."
1212,137609,His 2020 election loss to President Biden was due to massive voter fraud.
1213,137611,"The 2020 presidential election was ""rigged"" due to ""massive voter fraud."""
1214,137834,Former President Donald Trump made false claims of widespread 2020 election fraud.
1215,137847,Donald Trump claimed that widespread fraud robbed him of victory in the 2020 election.
1216,138147,The 2020 election was rigged against Donald Trump through widespread voter fraud.
1217,138149,Trump made false claims of voter fraud in the 2020 election.
1218,138221,"The November 2020 election was ""stolen"" from him."
1219,138233,The 2020 election was not won by Joe Biden.
1220,138330,President Donald Trump claims that the 2020 election was fraudulent.
1221,138351,Former President Donald Trump made a claim that the 2020 presidential election was stolen.
1222,139770,"Former President Donald Trump had actually defeated Biden in the 2020 election, but Biden stole it via fraud."
1223,139858,Donald Trump lost the 2020 election due to widespread voter fraud.
1224,140067,The 2020 election contained massive voter fraud that led to President Biden's victory.
1225,140129,The 2020 presidential election was stolen due to voter fraud.
1226,140135,Former President Donald Trump made claims about mass election fraud in the 2020 presidential race.
1227,141082,Trump tried to steal the election.
1228,141135,The lie that 2020 presidential election was stolen is insidious.
1229,141529,The lie that the 2020 presidential election was stolen is insidious.
1230,142030,Donald Trump claimed that he lost the 2020 election through fraud.
1231,142472,The results of the 2020 presidential election were a function of fraud.
1232,142513,The mob was guided by unscrupulous politicians and others promoting the lie that the 2020 presidential election was stolen from the Republican incumbent.
1233,142563,Former President Donald Trump made false claims about fraud in the 2020 election.
1234,142798,The election was marred by fraud.
1235,142852,Donald Trump made claims that the 2020 election was stolen.
1236,142870,There was widespread fraud during the 2020 election.
1237,142884,The primary election showed that the myth that the 2020 election was stolen from Trump is potent with voters
1238,142910,The election was rife with fraud and was stolen from him.
1239,142975,The election was stolen from him through widespread voter fraud
1240,143024,Donald Trump falsely claimed that the 2020 election was stolen from him through widespread voter fraud.
1241,143221,Trump continues to falsely claim the 2020 election was stolen
1242,143671,The 2000 presidential election was stolen.
1243,144055,Trump stole an election.
1244,144066,President Donald Trump stole the 2016 election
1245,144077,Trump stole an election
1246,144102,The 2020 presidential election had been 'rigged' and 'stolen'
1247,144178,President Trump stole the 2016 election from Hillary Clinton.
1248,144341,The election was stolen and I was the real winner.
1249,144709,The election was stolen and rife with fraud.
1250,144853,The 2020 election was rigged and stolen by people who got into office through cheating and through fraud.
1251,145064,There is widespread voter fraud during the 2020 presidential balloting.
1252,145180,Donald Trump denied losing the presidency to Joe Biden.
1253,145679,The 2020 presidential election was stolen from Donald Trump by voter fraud.
1254,145745,Donald Trump has backed false claims about the 2020 election being stolen.
1255,145854,"The 2020 presidential election was ""rigged"" and ""stolen."""
1256,145885,The claim that the 2020 election was stolen from former President Donald Trump.
1257,145976,The 2020 contest was stolen.
1258,146006,The 2020 presidential election was marred by fraud.
1259,146009,Ms. Leavitt unequivocally repeated Mr. Trumps lie that the 2020 presidential election was stolen.
1260,146111,There was a tremendous amount of fraud in the 2020 election.
1261,146129,The fraud happened. The election in many ways was stolen.
1262,146248,The election was stolen from the winning candidate Donald Trump.
1263,146310,The 2020 election was marred by fraud or widespread irregularities.
1264,146742,The former President Donald Trump claimed that the 2020 election was stolen.
1265,146809,Donald Trump claimed that the 2020 presidential election was stolen.
1266,146944,The 2020 election was stolen from Trump and there was a conspiracy headed up by the devil himself.
1267,147133,Widespread election fraud cost him the 2020 race.
1268,147406,Donald Trump falsely claimed that the 2020 presidential election results were fraudulent.
1269,147462,The election was stolen from him through widespread voter fraud.
1270,147505,The United States 2020 presidential election was stolen from Trump.
1271,147648,Former President Donald Trump has been the victim of a 'stolen' election.
1272,148291,The former president falsely claimed the election was stolen from him.
1273,148309,Widespread voter fraud or other election-related shenanigans cost Donald Trump the election in 2020.
1274,148557,Donald Trump said that the 2020 election was stolen.
1275,148707,The 2020 presidential election was stolen from former President Donald Trump due to widespread fraud and manipulation of voting machines.
1276,149532,Donald Trump won the 2020 election due to voter fraud.
1277,149745,Former President Donald Trump claimed that there was widespread election fraud in the 2020 election.
1278,149763,The claim that the 2020 election was stolen.
1279,149899,Our election was stolen.
1280,150031,The 2020 election was stolen from President Donald J. Trump.
1281,150087,The 2020 Election was rigged and stolen
1282,150102,The election was stolen in 2018.
1283,150148,The 2020 presidential election had widespread voter fraud
1284,150168,Donald Trump claimed that the 2020 election was rigged and stolen from him.
1285,150189,The 2016 election was stolen.
